Planet Name,disc_year,semi major axis (au),pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet radius (earth radius),pl_radeerr1,pl_radeerr2,pl_radelim,planet mass (earth mass),pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,radius of star (solar radius),st_raderr1,st_raderr2,st_radlim,mass of star (solar masses),st_masserr1,st_masserr2,st_masslim,metallicity = log(k)*metallicity of sun,st_meterr1,st_meterr2,st_metlim,rowupdate
HD 136352 b,2019,0.0964,0.0028,-0.0028,0,1.664,0.043,-0.043,0,4.72,0.42,-0.42,0,5.62389,0.71677,-0.66163,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.24,0.05,-0.05,0,09-08-2021
HD 136352 b,2019,0.0969,0.0019,-0.0017,0,1.482,0.058,-0.056,0,4.62,0.45,-0.44,0,7.8,1.2,-1.1,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,-0.25,0.12,-0.12,0,10-12-2020
V1298 Tau d,2019,0.1103,0.0017,-0.0017,0,6.434,0.46,-0.46,0,98.52681,,,1,2.4,,,1,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.1,0.15,-0.15,0,10-04-2023
HD 23472 b,2019,0.1162,0.0018,-0.0018,0,2,0.11,-0.1,0,8.32,0.78,-0.79,0,6.15,1.2,-1,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,03-10-2022
HD 221416 b,2019,0.1228,0.0025,-0.0026,0,9.17,0.34,-0.31,0,60.5,5.7,-5.7,0,0.431,0.064,-0.06,0,2.94,0.06,-0.06,0,1.21,0.07,-0.07,0,-0.08,0.08,-0.08,0,16-04-2019
HD 15337 c,2019,0.1235,0.002,-0.0017,0,2.522,0.106,-0.102,0,8.79,1.68,-1.68,0,3.02,1.09,-0.87,0,0.84,0.02,-0.02,0,0.85,0.04,-0.03,0,0.03,0.04,-0.04,0,02-10-2019
HD 15337 c,2019,0.1268,0.0038,-0.0038,0,2.39,0.12,-0.12,0,8.11,1.82,-1.69,0,3.23,0.9,-0.72,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,14-05-2019
TOI-216.02,2019,0.1293,0.0067,-0.0051,0,7.69,1.62,-0.83,0,30,20,-14,0,0.34,0.31,-0.18,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,0.32,0.1,-0.1,0,07-05-2019
K2-292 b,2019,0.13,0.01,-0.01,0,2.63,0.11,-0.1,0,24.5,4.4,-4.4,0,7.4,1.6,-1.5,0,1.09,0.03,-0.03,0,1,0.03,-0.03,0,0.07,0.05,-0.05,0,05-02-2019
HD 23472 c,2019,0.1646,0.0024,-0.0024,0,1.87,0.12,-0.11,0,3.41,0.88,-0.81,0,3.1,1,-0.84,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,03-10-2022
V1298 Tau b,2019,0.1719,0.0027,-0.0027,0,9.729,0.628,-0.628,0,203.41018,60.3874,-60.3874,0,1.2,0.45,-0.45,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.1,0.15,-0.15,0,10-04-2023
HD 136352 c,2019,0.1721,0.005,-0.005,0,2.916,0.075,-0.073,0,11.24,0.65,-0.63,0,2.49767,0.24811,-0.22606,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.24,0.05,-0.05,0,09-08-2021
HD 136352 c,2019,0.1729,0.0034,-0.003,0,2.608,0.078,-0.077,0,11.29,0.73,-0.69,0,3.5,0.41,-0.36,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,-0.25,0.12,-0.12,0,10-12-2020
GJ 143 b,2019,0.1915,0.0058,-0.0063,0,2.61,0.17,-0.16,0,22.7,2.2,-1.9,0,7,1.6,-1.3,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,22-04-2019
TOI-216.01,2019,0.2069,0.0107,-0.0082,0,11.29,0.58,-0.42,0,200,170,-100,0,0.76,0.66,-0.38,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,0.32,0.1,-0.1,0,07-05-2019
V1298 Tau e,2019,0.2409,0.0083,-0.0083,0,8.239,0.807,-0.807,0,368.68095,95.34852,-95.34852,0,3.6,1.6,-1.6,0,1.28,0.07,-0.07,0,1.17,0.06,-0.06,0,0.1,0.15,-0.15,0,10-04-2023
K2-290 c,2019,0.305,0.017,-0.017,0,11.276,0.56,-0.56,0,246.00042,14.93801,-14.93801,0,1.01,0.16,-0.16,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,-0.06,0.1,-0.1,0,22-01-2019
HD 136352 d,2019,0.425,0.012,-0.012,0,2.562,0.088,-0.079,0,8.82,0.93,-0.92,0,2.87811,0.43006,-0.39698,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.24,0.05,-0.05,0,09-08-2021
K2-141 b,2018,0.00716,0.00055,-0.00065,0,1.54,0.1,-0.09,0,5.31,0.46,-0.46,0,8,1.83,-1.45,0,0.67,0.04,-0.04,0,0.66,0.02,-0.02,0,0.03,0.1,-0.1,0,16-01-2018
K2-141 b,2018,0.00747,0.0001,-0.0001,0,1.51,0.05,-0.05,0,4.97,0.35,-0.34,0,7.93,1,-0.91,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,0,0.06,-0.06,0,17-04-2023
K2-229 b,2018,0.012888,0.00013,-0.00013,0,1.164,0.066,-0.048,0,2.59,0.43,-0.43,0,8.9,2.1,-2.1,0,0.79,0.03,-0.02,0,0.84,0.02,-0.03,0,-0.06,0.02,-0.02,0,12-07-2018
NGTS-3 A b,2018,0.023,0.007,-0.005,0,16.589,4.147,-4.147,0,756.4354,82.6358,-82.6358,0,0.31,0.41,-0.15,0,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0,0.12,0.15,-0.15,0,06-06-2018
K2-146 b,2018,0.0248,0.0002,-0.0002,0,2.25,0.1,-0.1,0,5.6,0.7,-0.7,0,2.702,0.494,-0.494,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,12-07-2021
WASP-173 A b,2018,0.0248,0.0006,-0.0006,0,13.451,0.673,-0.673,0,1172.7927,57.2094,-57.2094,0,2.84,0.37,-0.37,0,1.11,0.05,-0.05,0,1.05,0.08,-0.08,0,0.16,0.14,-0.14,0,24-10-2018
WASP-173 A b,2018,0.02508,0.00034,-0.00032,0,14.404,1.345,-0.796,0,1102.8701,47.6745,-44.4962,0,2.02,0.38,-0.47,0,1.1,0.08,-0.05,0,1.09,0.04,-0.04,0,0.259,0.085,-0.083,0,01-03-2019
WASP-145 A b,2018,0.0261,0.0005,-0.0005,0,10.088,4.484,-4.484,0,282.8687,12.7132,-12.7132,0,1.6,1.3,-1.3,0,0.68,0.07,-0.07,0,0.76,0.04,-0.04,0,-0.04,0.1,-0.1,0,24-10-2018
WASP-163 b,2018,0.0266,0.0014,-0.0014,0,13.473,1.087,-1.087,0,594.3421,66.7443,-66.7443,0,1.42,0.31,-0.23,0,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0,-0.34,0.21,-0.21,0,11-12-2018
LHS 1140 c,2018,0.02675,0.0007,-0.0007,0,1.282,0.024,-0.024,0,1.81,0.39,-0.39,0,4.7,1.1,-1.1,0,0.21,0,0,0,0.18,0.01,-0.01,0,-0.24,0.1,-0.1,0,03-12-2018
KPS-1 b,2018,0.0269,0.001,-0.001,0,11.545,1.457,-1.345,0,346.4347,27.33338,-27.65121,0,1.31,0.49,-0.36,0,0.91,0.09,-0.08,0,0.89,0.09,-0.1,0,0.22,0.13,-0.13,0,25-04-2018
LHS 1140 c,2018,0.027,0.0005,-0.0005,0,1.272,0.026,-0.026,0,1.91,0.06,-0.06,0,5.1,0.4,-0.4,0,0.22,0,0,0,0.18,0,0,0,-0.15,0.09,-0.09,0,04-03-2024
LHS 1140 c,2018,0.02734,0.00054,-0.00054,0,1.169,0.037,-0.038,0,1.76,0.17,-0.16,0,6.07,0.81,-0.74,0,0.21,0,0,0,0.19,0.01,-0.01,0,-0.262,0.104,-0.104,0,17-05-2021
K2-216 b,2018,0.028,0.003,-0.007,0,1.75,0.17,-0.1,0,8,1.6,-1.6,0,8.2,2.8,-2.2,0,0.72,0.03,-0.03,0,0.7,0.03,-0.03,0,0,0.07,-0.07,0,02-11-2018
WASP-164 b,2018,0.02818,0.00065,-0.00072,0,12.644,0.46,-0.482,0,676.9779,38.1396,-41.3179,0,1.96,0.2,-0.17,0,0.93,0.03,-0.03,0,0.95,0.07,-0.07,0,-0.01,0.19,-0.2,0,02-11-2018
HATS-67 b,2018,0.03032,0.00015,-0.00015,0,18.887,0.527,-0.527,0,460.8535,38.1396,-38.1396,0,0.374,0.047,-0.047,0,1.44,0.03,-0.03,0,1.44,0.02,-0.02,0,0.332,0.052,-0.052,0,15-01-2019
WASP-144 b,2018,0.0316,0.0005,-0.0005,0,9.528,0.56,-0.56,0,139.8452,19.0698,-19.0698,0,0.95,0.2,-0.2,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,0.18,0.14,-0.14,0,24-10-2018
HATS-69 b,2018,0.03211,0.00014,-0.00019,0,10.593,0.247,-0.247,0,183.38791,,,0,0.46,0.25,-0.25,0,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0,0.377,0.034,-0.034,0,15-01-2019
K2-233 b,2018,0.03308,0.0001,-0.00009,0,1.343,0.018,-0.016,0,11.26,,,1,26.26,,,1,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.09,0.03,-0.03,0,17-05-2021
WASP-170 b,2018,0.0337,0.0018,-0.0018,0,12.285,0.953,-0.953,0,508.528,63.566,-63.566,0,1.6,0.32,-0.25,0,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0,0.22,0.09,-0.09,0,11-12-2018
K2-265 b,2018,0.03376,0.00021,-0.00021,0,1.71,0.11,-0.11,0,6.54,0.84,-0.84,0,7.1,1.8,-1.8,0,0.98,0.05,-0.05,0,0.92,0.02,-0.02,0,0.078,0.02,-0.02,0,05-10-2018
K2-237 b,2018,0.0353,0.0012,-0.0012,0,18.405,0.56,-0.56,0,392.83788,13.98452,-13.98452,0,0.37,0.036,-0.036,0,1.38,0.04,-0.04,0,1.23,0.05,-0.05,0,0,0.08,-0.08,0,20-05-2019
K2-237 b,2018,0.03558,0.00048,-0.00065,0,16.197,0.549,-0.504,0,433.20012,34.96112,-29.24021,0,0.562,0.066,-0.061,0,1.26,0.03,-0.03,0,1.26,0.05,-0.07,0,0.137,0.05,-0.049,0,15-02-2022
HATS-44 b,2018,0.03649,0.0003,-0.0003,0,11.96,1.401,-0.796,0,177.9848,34.9613,-34.9613,0,0.56,0.19,-0.19,0,0.85,0.04,-0.04,0,0.86,0.02,-0.02,0,0.32,0.071,-0.071,0,22-05-2018
HATS-42 b,2018,0.03689,0.00065,-0.00065,0,15.693,2.802,-1.569,0,597.5204,47.6745,-47.6745,0,0.83,0.28,-0.28,0,1.48,0.2,-0.12,0,1.27,0.07,-0.07,0,0.22,0.07,-0.07,0,09-04-2018
K2-237 b,2018,0.037,0.002,-0.002,0,18.495,0.785,-0.897,0,508.528,34.9613,-34.9613,0,0.44,0.08,-0.06,0,1.43,0.06,-0.07,0,1.28,0.03,-0.04,0,0.14,0.05,-0.05,0,20-05-2019
K2-285 b,2018,0.03817,0.00095,-0.00092,0,2.59,0.06,-0.06,0,9.68,1.21,-1.37,0,3.07,0.45,-0.45,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0,0.05,-0.05,0,11-12-2018
K2-199 b,2018,0.0382,0.0004,-0.0004,0,1.73,0.05,-0.04,0,6.9,1.8,-1.8,0,7.2,2.1,-2,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.01,0.09,-0.09,0,28-03-2022
HATS-63 b,2018,0.04026,0.00028,-0.00028,0,13.529,0.437,-0.437,0,305.1168,38.1396,-38.1396,0,0.67,0.11,-0.11,0,1.07,0.01,-0.01,0,0.93,0.02,-0.02,0,0.081,0.038,-0.038,0,15-01-2019
K2-260 b,2018,0.0404,0.0013,-0.0016,0,17.396,0.538,-0.639,0,451.3186,98.5273,-101.7056,0,0.5,0.12,-0.12,0,1.69,0.03,-0.03,0,1.39,0.05,-0.06,0,-0.14,0.15,-0.15,0,14-08-2018
HATS-62 b,2018,0.04163,0.00024,-0.00016,0,11.825,0.28,-0.28,0,56.89157,,,0,0.076,0.053,-0.053,0,0.93,0.02,-0.01,0,0.9,0.01,-0.01,0,0.133,0.023,-0.023,0,15-01-2019
HATS-65 b,2018,0.04497,0.00033,-0.00033,0,16.825,0.56,-0.56,0,260.93843,26.37989,-26.37989,0,0.3,0.039,-0.039,0,1.31,0.03,-0.03,0,1.26,0.03,-0.03,0,0.199,0.055,-0.055,0,15-01-2019
K2-295 b,2018,0.0451,0.0006,-0.0014,0,10.054,0.123,-0.056,0,106.47305,19.70546,-19.70546,0,0.612,0.115,-0.115,0,0.7,0.02,-0.02,0,0.74,0.04,-0.04,0,0.14,0.12,-0.12,0,20-05-2019
WASP-160 B b,2018,0.0452,0.0012,-0.0012,0,12.218,0.527,-0.46,0,88.35674,13.98452,-14.30235,0,0.284,0.052,-0.051,0,0.87,0.03,-0.03,0,0.87,0.07,-0.07,0,0.27,0.1,-0.1,0,02-11-2018
K2-238 b,2018,0.046,0.007,-0.006,0,14.572,1.681,-1.569,0,273.3338,41.3179,-38.1396,0,0.56,0.25,-0.16,0,1.59,0.16,-0.16,0,1.19,0.08,-0.08,0,0.34,0.04,-0.04,0,26-06-2018
HATS-60 b,2018,0.04708,0.00015,-0.00023,0,12.924,0.594,-0.594,0,210.40346,17.48065,-17.48065,0,0.537,0.1,-0.07,0,1.46,0.02,-0.02,0,1.1,0.01,-0.02,0,0.335,0.028,-0.028,0,15-01-2019
HATS-66 b,2018,0.04714,0.00025,-0.00025,0,15.816,0.942,-0.942,0,1694.0339,216.1244,-216.1244,0,2.34,0.56,-0.43,0,1.84,0.04,-0.04,0,1.41,0.02,-0.02,0,-0.017,0.043,-0.043,0,15-01-2019
WASP-165 b,2018,0.04823,0.00091,-0.00092,0,14.123,2.13,-1.906,0,209.13214,30.82951,-29.24036,0,0.44,0.25,-0.15,0,1.75,0.18,-0.18,0,1.25,0.07,-0.07,0,0.33,0.13,-0.13,0,02-11-2018
HATS-43 b,2018,0.04944,0.00046,-0.00046,0,13.227,0.56,-0.56,0,82.95363,17.16282,-17.16282,0,0.191,0.054,-0.038,0,0.81,0.03,-0.03,0,0.84,0.02,-0.02,0,0.05,0.041,-0.041,0,22-05-2018
HATS-40 b,2018,0.04997,0.00074,-0.00074,0,17.71,1.793,-1.345,0,505.3497,76.2792,-76.2792,0,0.49,0.13,-0.13,0,2.26,0.18,-0.11,0,1.56,0.07,-0.07,0,0.01,0.077,-0.077,0,09-04-2018
HATS-68 b,2018,0.05071,0.00018,-0.00018,0,13.809,0.437,-0.325,0,410.0007,18.75197,-18.75197,0,0.856,0.083,-0.083,0,1.75,0.03,-0.03,0,1.35,0.01,-0.01,0,0.21,0.043,-0.043,0,15-01-2019
WASP-158 b,2018,0.0517,0.0018,-0.0018,0,11.994,1.681,-1.681,0,886.7457,73.1009,-73.1009,0,3.1,0.7,-1,0,1.39,0.18,-0.18,0,1.38,0.14,-0.14,0,0.24,0.1,-0.1,0,24-10-2018
WASP-168 b,2018,0.0519,0.0008,-0.0008,0,16.814,5.604,-3.363,0,133.4886,12.7132,-12.7132,0,0.16,0.13,-0.09,0,1.12,0.06,-0.06,0,1.08,0.05,-0.05,0,-0.01,0.09,-0.09,0,24-10-2018
KELT-21 b,2018,0.05224,0.00035,-0.00034,0,17.777,0.437,-0.448,0,1242.7153,,,1,1.24,,,1,1.64,0.03,-0.03,0,1.46,0.03,-0.03,0,-0.405,0.032,-0.033,0,01-02-2018
K2-182 b,2018,0.0526,0.0003,-0.0003,0,2.69,0.07,-0.05,0,20,5,-5,0,5.6,1.4,-1.4,0,0.79,0.01,-0.01,0,0.86,0.02,-0.02,0,0.12,0.06,-0.06,0,28-03-2022
HATS-46 b,2018,0.05367,0.00053,-0.00053,0,10.122,0.65,-0.504,0,54.98459,19.70546,-19.70546,0,0.28,0.12,-0.12,0,0.85,0.04,-0.03,0,0.92,0.03,-0.03,0,-0.06,0.046,-0.046,0,22-05-2018
WASP-159 b,2018,0.0538,0.0015,-0.0015,0,15.468,1.009,-1.009,0,174.8065,25.4264,-25.4264,0,0.28,0.05,-0.05,0,2.11,0.1,-0.1,0,1.41,0.12,-0.12,0,0.22,0.12,-0.12,0,24-10-2018
HATS-36 b,2018,0.05425,0.00043,-0.00043,0,13.843,0.482,-0.482,0,1022.14128,19.70546,-19.70546,0,2.12,0.2,-0.2,0,1.16,0.04,-0.04,0,1.22,0.03,-0.03,0,0.28,0.037,-0.037,0,24-10-2018
WASP-147 b,2018,0.0549,0.0012,-0.0013,0,12.498,1.569,-1.042,0,87.40325,8.89924,-8.58141,0,0.263,0.081,-0.08,0,1.43,0.14,-0.08,0,1.04,0.07,-0.07,0,0.092,0.069,-0.071,0,02-11-2018
WASP-174 b,2018,0.05503,0.00056,-0.00056,0,16.107,0.56,-0.56,0,104.88337,28.92239,-28.92239,0,0.135,0.042,-0.042,0,1.35,0.02,-0.02,0,1.24,0.04,-0.04,0,0.06,0.06,-0.06,0,24-01-2022
HATS-45 b,2018,0.05511,0.00069,-0.00069,0,14.415,1.042,-1.042,0,222.481,47.6745,-47.6745,0,0.41,0.16,-0.11,0,1.31,0.06,-0.06,0,1.27,0.05,-0.05,0,0.02,0.068,-0.068,0,22-05-2018
Wolf 503 b,2018,0.05706,0.00055,-0.00055,0,2.043,0.069,-0.069,0,6.26,0.69,-0.7,0,2.92,0.5,-0.44,0,0.69,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.47,0.08,-0.08,0,23-05-2022
Wolf 503 b,2018,0.05712,0.00063,-0.00045,0,2.043,0.069,-0.069,0,6.27,0.85,-0.84,0,4.03,0.72,-0.64,0,0.69,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.47,0.08,-0.08,0,17-04-2023
HATS-41 b,2018,0.0583,0.0015,-0.001,0,14.908,3.251,-2.242,0,3082.951,508.528,-508.528,0,5.1,3.3,-2.3,0,1.71,0.36,-0.24,0,1.5,0.12,-0.08,0,0.47,0.041,-0.041,0,09-04-2018
HATS-39 b,2018,0.06007,0.00058,-0.00058,0,17.598,1.345,-1.345,0,200.2329,41.3179,-41.3179,0,0.202,0.072,-0.051,0,1.62,0.09,-0.09,0,1.38,0.04,-0.04,0,0,0.044,-0.044,0,09-04-2018
HATS-59 b,2018,0.06112,0.00076,-0.00076,0,12.621,0.863,-0.863,0,256.17098,21.93027,-21.93027,0,0.7,0.16,-0.16,0,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,0.18,0.064,-0.064,0,03-12-2018
NGTS-2 b,2018,0.063,0.0024,-0.003,0,17.878,0.527,-0.504,0,235.1942,41.3179,-38.1396,0,0.226,0.04,-0.038,0,1.7,0.05,-0.04,0,1.64,0.19,-0.22,0,-0.06,0.09,-0.09,0,05-10-2018
HD 219666 b,2018,0.06356,0.00265,-0.00265,0,4.71,0.17,-0.17,0,16.6,1.3,-1.3,0,0.87,0.12,-0.11,0,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0,0.04,0.04,-0.04,0,01-03-2019
HATS-64 b,2018,0.06562,0.00039,-0.00039,0,18.82,0.908,-0.908,0,305.1168,63.566,-63.566,0,0.245,0.068,-0.05,0,2.11,0.07,-0.07,0,1.56,0.03,-0.03,0,0.22,0.039,-0.039,0,15-01-2019
K2-199 c,2018,0.0662,0.0007,-0.0007,0,2.85,0.1,-0.09,0,12.4,2.3,-2.3,0,2.9,0.7,-0.6,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.01,0.09,-0.09,0,28-03-2022
K2-233 c,2018,0.06666,0.0002,-0.00018,0,1.281,0.022,-0.021,0,12.81,,,1,33.91,,,1,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.09,0.03,-0.03,0,17-05-2021
pi Men c,2018,0.06702,0.00109,-0.00109,0,2.06,0.03,-0.03,0,4.52,0.81,-0.81,0,2.82,0.53,-0.53,0,1.1,0.01,-0.01,0,1.02,0.03,-0.03,0,0.05,0.09,-0.09,0,26-11-2018
WASP-161 b,2018,0.0673,0.0023,-0.0023,0,12.812,0.729,-0.65,0,791.3967,66.7443,-66.7443,0,2.2,0.29,-0.29,0,1.71,0.08,-0.07,0,1.39,0.14,-0.14,0,0.16,0.09,-0.09,0,11-12-2018
K2-141 c,2018,0.0683,0.00091,-0.00091,0,7,4.6,-2.8,0,8,,,1,0.081,,,1,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,0,0.06,-0.06,0,17-04-2023
pi Men c,2018,0.06839,0.0005,-0.0005,0,2.042,0.05,-0.05,0,4.82,0.84,-0.86,0,2.97,0.57,-0.55,0,1.1,0.02,-0.02,0,1.09,0.04,-0.04,0,0.08,0.03,-0.03,0,12-11-2018
WASP-172 b,2018,0.0694,0.0011,-0.0011,0,17.598,1.121,-1.121,0,149.3801,31.783,-31.783,0,0.16,0.05,-0.05,0,1.91,0.1,-0.1,0,1.49,0.07,-0.07,0,-0.1,0.08,-0.08,0,24-10-2018
EPIC 246851721 b,2018,0.07229,0.00074,-0.00075,0,11.781,0.493,-0.493,0,953.49,349.613,-381.396,0,3.1,1.3,-1.3,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0,0.141,0.082,-0.085,0,02-12-2019
K2-180 b,2018,0.075,0.001,-0.001,0,2.242,0.123,-0.123,0,11.44182,1.90697,-1.90697,0,5.6,1.9,-1.9,0,0.69,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.65,0.1,-0.1,0,12-07-2021
K2-229 c,2018,0.07577,0.00076,-0.00076,0,2.12,0.11,-0.08,0,21.3,,,1,12.8,,,1,0.79,0.03,-0.02,0,0.84,0.02,-0.03,0,-0.06,0.02,-0.02,0,12-07-2018
HATS-61 b,2018,0.07908,0.00033,-0.00033,0,13.395,0.751,-0.751,0,1080.622,44.4962,-44.4962,0,2.47,0.44,-0.44,0,1.66,0.02,-0.02,0,1.08,0.01,-0.01,0,0.247,0.037,-0.037,0,15-01-2019
K2-285 c,2018,0.0824,0.0018,-0.0018,0,3.53,0.08,-0.08,0,15.68,2.28,-2.13,0,1.95,0.32,-0.28,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0,0.05,-0.05,0,11-12-2018
WASP-162 b,2018,0.0871,0.0013,-0.0013,0,11.209,0.56,-0.56,0,1652.716,63.566,-63.566,0,6.9,0.8,-0.8,0,1.11,0.05,-0.05,0,0.95,0.04,-0.04,0,0.28,0.13,-0.13,0,24-10-2018
K2-167 b,2018,0.091,0.0025,-0.0025,0,2.3,0.21,-0.14,0,6.5,1.6,-1.5,0,2.87,0.24,-0.36,0,1.49,0.04,-0.03,0,1.01,0.08,-0.07,0,-0.4,0.06,-0.06,0,17-04-2023
K2-232 b,2018,0.0991,0.0022,-0.0021,0,11.859,0.258,-0.247,0,123.00021,13.98452,-13.34886,0,0.405,0.046,-0.044,0,1.23,0.03,-0.03,0,1.04,0.07,-0.07,0,0.051,0.058,-0.056,0,21-08-2018
K2-261 b,2018,0.102,0.019,-0.02,0,9.528,0.291,-0.247,0,70.87609,9.85273,-9.85273,0,0.483,0.076,-0.081,0,1.65,0.04,-0.04,0,1.1,0.01,-0.02,0,0.36,0.06,-0.06,0,14-08-2018
Kepler-1655 b,2018,0.1029,0.0014,-0.0014,0,2.213,0.082,-0.082,0,5.4,1.7,-1.7,0,2.72,0.97,-0.9,0,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0,-0.24,0.05,-0.05,0,17-04-2023
Kepler-1655 b,2018,0.103,0.001,-0.001,0,2.213,0.082,-0.082,0,5,3.1,-2.8,0,2.5,1.6,-1.4,0,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0,-0.24,0.05,-0.05,0,04-04-2018
K2-261 b,2018,0.1034,0.0015,-0.0016,0,9.528,0.392,-0.381,0,59.75174,7.94571,-7.94571,0,0.38,0.071,-0.063,0,1.64,0.06,-0.06,0,1.09,0.05,-0.05,0,0.36,0.059,-0.059,0,15-02-2022
K2-266 d,2018,0.1035,0.0016,-0.0017,0,2.93,0.14,-0.12,0,8.9,5.7,-3.8,0,2.03,0.64,-0.43,0,0.7,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.12,0.4,-0.42,0,31-10-2022
HD 89345 b,2018,0.105,0.0013,-0.0013,0,6.86,0.14,-0.14,0,35.7,3.3,-3.3,0,0.609,0.067,-0.067,0,1.66,0.02,0,0,1.12,0.04,-0.01,0,0.45,0.04,-0.04,0,21-08-2018
HD 89345 b,2018,0.1066,0.0012,-0.0014,0,7.398,0.314,-0.336,0,34.9613,5.40311,-5.72094,0,0.471,0.094,-0.084,0,1.75,0.05,-0.05,0,1.16,0.04,-0.04,0,0.421,0.046,-0.054,0,21-08-2018
K2-261 b,2018,0.1087,0.0012,-0.0012,0,9.505,0.392,-0.359,0,67.69745,8.26354,-8.8992,0,0.43,0.074,-0.068,0,1.64,0.06,-0.06,0,1.27,0.04,-0.04,0,0.384,0.057,-0.058,0,15-02-2022
HD 1397 b,2018,0.1097,0.0011,-0.0013,0,11.5,0.28,-0.303,0,131.89945,6.3566,-6.3566,0,0.477,0.043,-0.038,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.29,0.09,-0.09,0,19-07-2019
HD 89345 b,2018,0.1115,0.0012,-0.0012,0,7.263,0.325,-0.314,0,38.45743,5.72094,-6.03877,0,0.547,0.11,-0.096,0,1.73,0.05,-0.05,0,1.32,0.04,-0.04,0,0.436,0.04,-0.05,0,21-08-2018
K2-222 b,2018,0.1206,0.0029,-0.0029,0,2.35,0.08,-0.07,0,8.7,1.7,-1.7,0,3.68,0.86,-0.77,0,1.11,0.03,-0.03,0,0.99,0.07,-0.07,0,-0.315,0.06,-0.06,0,17-04-2023
K2-266 e,2018,0.1249,0.0019,-0.002,0,2.73,0.14,-0.11,0,14.3,6.4,-5,0,2.21,0.7,-0.47,0,0.7,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.12,0.4,-0.42,0,31-10-2022
K2-280 b,2018,0.1461,0.0099,-0.0097,0,7.5,0.44,-0.44,0,37.1,5.6,-5.6,0,0.48,0.13,-0.1,0,1.28,0.07,-0.07,0,1.03,0.03,-0.03,0,0.33,0.08,-0.08,0,12-07-2021
EPIC 211945201 b,2018,0.148,0.004,-0.004,0,6.12,0.1,-0.1,0,27,14,-12.6,0,0.65,0.34,-0.3,0,1.38,0.02,-0.02,0,1.18,0.03,-0.04,0,0.1,0.1,-0.1,0,24-10-2018
K2-233 d,2018,0.15224,0.00046,-0.00042,0,2.358,0.043,-0.036,0,21.14,,,1,8.85,,,1,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.09,0.03,-0.03,0,17-05-2021
Kepler-1656 b,2018,0.197,0.021,-0.021,0,5.02,0.53,-0.53,0,48.6,4.2,-3.8,0,2.13,0.87,-0.57,0,1.1,0.13,-0.13,0,1.03,0.04,-0.04,0,0.19,0.04,-0.04,0,05-10-2018
K2-263 b,2018,0.2573,0.003,-0.003,0,2.41,0.12,-0.12,0,14.9,2.1,-2.1,0,5.8,1.3,-1.1,0,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0,-0.08,0.05,-0.05,0,17-04-2023
