Planet Name,disc_year,semi major axis (au),pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet radius (earth radius),pl_radeerr1,pl_radeerr2,pl_radelim,planet mass (earth mass),pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,radius of star (solar radius),st_raderr1,st_raderr2,st_radlim,mass of star (solar masses),st_masserr1,st_masserr2,st_masslim,metallicity = log(k)*metallicity of sun,st_meterr1,st_meterr2,st_metlim,rowupdate
WASP-26 b,2010,0.03997,0.00035,-0.00036,0,14.796,0.897,-0.897,0,329.90754,6.3566,-6.67443,0,0.56,0.12,-0.092,0,1.34,0.06,-0.06,0,1.12,0.03,-0.03,0,-0.02,0.09,-0.09,0,18-03-2019
WASP-26 b,2010,0.04,0.0003,-0.0003,0,14.796,0.897,-0.897,0,324.18498,9.53485,-9.53485,0,0.58353,0.1061,-0.1061,0,1.34,0.06,-0.06,0,1.12,0.03,-0.03,0,-0.02,0.09,-0.09,0,24-01-2022
CoRoT-12 b,2010,0.04013,0.0009,-0.00093,0,16.141,1.457,-1.457,0,290.81445,22.56593,-21.93027,0,0.381,0.13,-0.091,0,1.12,0.1,-0.09,0,1.08,0.08,-0.07,0,0.16,0.1,-0.1,0,18-03-2019
CoRoT-12 b,2010,0.04016,0.00093,-0.00092,0,16.14,1.46,-1.46,0,291.438,22.247,-20.658,0,0.411,0.129,-0.094,0,1.12,0.1,-0.09,0,1.08,0.08,-0.07,0,0.16,0.1,-0.1,0,14-05-2014
HAT-P-16 b,2010,0.0413,0.0004,-0.0004,0,14.448,0.74,-0.74,0,1332.605,29.875,-29.875,0,2.42,0.35,-0.35,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,0.17,0.08,-0.08,0,14-05-2014
HAT-P-16 b,2010,0.04134,0.00044,-0.00045,0,14.448,0.74,-0.74,0,1341.56043,29.24036,-29.24036,0,2.45,0.42,-0.34,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,0.17,0.08,-0.08,0,18-03-2019
HAT-P-22 b,2010,0.0414,0.0005,-0.0005,0,12.106,0.65,-0.65,0,682.352,19.387,-19.387,0,2.11,0.4,-0.29,0,1.04,0.04,-0.04,0,0.92,0.04,-0.04,0,0.24,0.08,-0.08,0,25-04-2018
HAT-P-22 b,2010,0.04142,0.00053,-0.00054,0,12.106,0.65,-0.65,0,690.32676,17.48065,-17.79848,0,2.14,0.39,-0.31,0,1.04,0.04,-0.04,0,0.92,0.04,-0.04,0,0.24,0.08,-0.08,0,18-03-2019
HAT-P-22 b,2010,0.04171,0.00065,-0.00065,0,11.882,0.829,-0.829,0,696.68336,24.47291,-24.47291,0,1.72,0.35,-0.35,0,1.06,0.05,-0.05,0,0.94,0.04,-0.04,0,0.3,0.09,-0.09,0,02-12-2019
CoRoT-11 b,2010,0.0436,0.005,-0.005,0,16.03,0.34,-0.34,0,740.51,108.06,-108.06,0,0.99,0.15,-0.15,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,-0.03,0.08,-0.08,0,14-05-2014
CoRoT-11 b,2010,0.044,0.0016,-0.0016,0,15.984,0.65,-0.65,0,743.7222,123.9537,-123.9537,0,1,0.2,-0.2,0,1.37,0.06,-0.06,0,1.26,0.14,-0.14,0,-0.03,0.08,-0.08,0,12-01-2016
CoRoT-11 b,2010,0.04407,0.00056,-0.00059,0,16.029,0.336,-0.336,0,832.7146,187.5197,-197.0546,0,1.11,0.26,-0.27,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,-0.03,0.08,-0.08,0,18-03-2019
WASP-37 b,2010,0.0447,0.0018,-0.002,0,13.002,0.785,-0.673,0,546.6676,54.0311,-54.0311,0,1.43,0.3,-0.24,0,1,0.05,-0.05,0,0.93,0.12,-0.12,0,-0.4,0.12,-0.12,0,18-03-2019
WASP-29 b,2010,0.04566,0.0006,-0.00062,0,8.878,0.628,-0.392,0,77.86835,7.31009,-6.99226,0,0.61,0.12,-0.12,0,0.81,0.04,-0.04,0,0.82,0.03,-0.03,0,0.11,0.14,-0.14,0,18-03-2019
HAT-P-19 b,2010,0.04599,0.00063,-0.00058,0,11.299,0.157,-0.146,0,88.03847,5.40308,-5.08525,0,0.335,0.019,-0.019,0,0.77,0.01,-0.01,0,0.81,0.03,-0.03,0,0.166,0.07,-0.068,0,22-01-2024
HAT-P-24 b,2010,0.0465,0.0006,-0.0006,0,13.922,0.751,-0.751,0,217.704,10.488,-10.488,0,0.44,0.07,-0.07,0,1.32,0.07,-0.07,0,1.19,0.04,-0.04,0,-0.16,0.08,-0.08,0,25-04-2018
HAT-P-24 b,2010,0.0465,0.0006,-0.0006,0,14.751,,,0,217.71355,10.48839,-10.48839,0,0.37,,,0,1.32,,,0,1.19,0.04,-0.04,0,-0.16,,,0,25-04-2018
HAT-P-24 b,2010,0.04651,0.00055,-0.00056,0,13.922,0.751,-0.751,0,229.79109,9.85273,-9.5349,0,0.467,0.089,-0.07,0,1.32,0.07,-0.07,0,1.19,0.04,-0.04,0,-0.16,0.08,-0.08,0,18-03-2019
HAT-P-25 b,2010,0.04659,0.00049,-0.0005,0,13.339,0.908,-0.628,0,180.20961,6.99226,-6.99226,0,0.427,0.074,-0.07,0,0.96,0.05,-0.04,0,1.01,0.03,-0.03,0,0.31,0.08,-0.08,0,18-03-2019
HAT-P-19 b,2010,0.0466,0.0008,-0.0008,0,12.689,0.807,-0.807,0,92.802,5.721,-5.721,0,0.25,0.04,-0.04,0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,0.23,0.08,-0.08,0,14-05-2014
HAT-P-25 b,2010,0.0466,0.0005,-0.0005,0,13.339,0.908,-0.628,0,180.202,6.992,-6.992,0,0.42,0.07,-0.07,0,0.96,0.05,-0.04,0,1.01,0.03,-0.03,0,0.31,0.08,-0.08,0,14-01-2019
HAT-P-25 b,2010,0.0466,0.00081,-0.0008,0,12.722,0.538,-0.538,0,180.84527,7.31009,-6.99226,0,0.483,0.059,-0.051,0,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0,0.294,0.08,-0.08,0,14-01-2019
WASP-31 b,2010,0.04663,0.00034,-0.00034,0,17.363,0.56,-0.56,0,155.41887,7.94575,-7.94575,0,0.163,0.019,-0.017,0,1.25,0.03,-0.03,0,1.17,0.03,-0.03,0,-0.2,0.09,-0.09,0,18-03-2019
HAT-P-19 b,2010,0.04664,0.00076,-0.00078,0,12.689,0.807,-0.807,0,90.26372,5.08528,-5.08528,0,0.242,0.055,-0.043,0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,0.23,0.08,-0.08,0,18-03-2019
WASP-22 b,2010,0.0468,0.0004,-0.0004,0,12.554,0.448,-0.448,0,177.9848,6.3566,-6.3566,0,0.53,0.05,-0.05,0,1.13,0.03,-0.03,0,1.1,0.3,-0.3,0,-0.05,0.08,-0.08,0,25-04-2018
WASP-22 b,2010,0.047,0.00036,-0.00037,0,12.98,0.684,-0.426,0,181.1631,5.40311,-5.08528,0,0.459,0.053,-0.06,0,1.22,0.05,-0.03,0,1.11,0.03,-0.03,0,0.05,0.08,-0.08,0,18-03-2019
WASP-25 b,2010,0.04738,0.00047,-0.00047,0,13.675,0.673,-0.56,0,182.43442,13.34886,-13.34886,0,0.406,0.065,-0.056,0,0.92,0.04,-0.04,0,1,0.03,-0.03,0,-0.05,0.1,-0.1,0,18-03-2019
Kepler-8 b,2010,0.0474,0.0018,-0.0021,0,15.872,0.594,-0.695,0,187.5197,41.3179,-38.1396,0,0.27,0.11,-0.08,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0,-0.055,0.03,-0.03,0,07-10-2015
HAT-P-26 b,2010,0.0479,0.0006,-0.0006,0,6.333,0.807,-0.359,0,18.751,2.225,-2.225,0,0.4,0.1,-0.1,0,0.79,0.1,-0.04,0,0.82,0.03,-0.03,0,-0.04,0.08,-0.08,0,25-04-2018
WASP-25 b,2010,0.04819,0.00058,-0.00058,0,13.978,0.359,-0.359,0,190.06234,13.98452,-13.98452,0,0.382,0.028,-0.028,0,0.92,0.02,-0.02,0,1.05,0.04,-0.04,0,0.06,0.05,-0.05,0,25-04-2018
Kepler-8 b,2010,0.0483,0.0006,-0.0012,0,15.906,0.628,-0.65,0,191.643,41.316,-60.385,0,0.261,0.071,-0.071,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0,-0.055,0.03,-0.03,0,14-05-2014
Kepler-8 b,2010,0.04835,0.00083,-0.00089,0,15.906,0.628,-0.65,0,177.9848,44.4962,-41.3179,0,0.244,0.069,-0.064,0,1.49,0.05,-0.06,0,1.21,0.07,-0.06,0,-0.055,0.03,-0.03,0,18-03-2019
Kepler-8 b,2010,0.0485,0.0012,-0.0012,0,15.48,0.415,-0.415,0,187.5197,38.1396,-38.1396,0,0.279,0.053,-0.053,0,1.5,0.04,-0.04,0,1.23,0.07,-0.07,0,-0.055,0.05,-0.05,0,12-01-2016
WASP-22 b,2010,0.0489,0.001,-0.0004,0,13.44,0.516,-0.303,0,196.10111,8.89924,-5.72094,0,0.444,0.032,-0.044,0,1.25,0.03,-0.03,0,1.25,0.07,-0.03,0,0.26,0.05,-0.05,0,25-04-2018
HAT-P-21 b,2010,0.0494,0.0007,-0.0007,0,11.478,1.031,-1.031,0,1291.289,51.168,-51.168,0,4.68,1.59,-0.99,0,1.1,0.08,-0.08,0,0.95,0.04,-0.04,0,0.01,0.08,-0.08,0,25-04-2018
HAT-P-21 b,2010,0.0495,0.00072,-0.00075,0,11.478,1.031,-1.031,0,1261.7851,41.3179,-41.3179,0,4.6,1.5,-1,0,1.1,0.08,-0.08,0,0.95,0.04,-0.04,0,0.01,0.08,-0.08,0,18-03-2019
CoRoT-13 b,2010,0.051,0.0031,-0.0031,0,9.92,0.157,-0.157,0,415.704,20.976,-20.976,0,2.34,0.23,-0.23,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.01,0.07,-0.07,0,14-05-2014
CoRoT-13 b,2010,0.051,0.0013,-0.0013,0,14.034,0.852,-0.852,0,416.99296,30.51168,-30.51168,0,0.82,0.15,-0.15,0,1.27,0.08,-0.08,0,1.09,0.09,-0.09,0,0.01,0.07,-0.07,0,12-01-2016
CoRoT-13 b,2010,0.05107,0.0003,-0.00031,0,9.92,0.157,-0.157,0,423.03173,23.20159,-23.20159,0,2.38,0.18,-0.17,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.01,0.07,-0.07,0,18-03-2019
WASP-21 b,2010,0.0516,0.0023,-0.0023,0,14.157,1.009,-1.009,0,93.75985,9.5349,-9.5349,0,0.182,0.028,-0.028,0,1.19,0.09,-0.09,0,0.98,0.14,-0.14,0,-0.46,0.11,-0.11,0,12-01-2016
WASP-34 b,2010,0.0521,0.0012,-0.0012,0,13.675,1.233,-0.897,0,185.29489,9.5349,-9.85273,0,0.412,0.1,-0.087,0,0.93,0.12,-0.12,0,1.01,0.07,-0.07,0,-0.02,0.1,-0.1,0,18-03-2019
WASP-21 b,2010,0.05212,0.00051,-0.00052,0,11.994,0.673,-0.673,0,94.39551,4.13179,-4.13179,0,0.301,0.058,-0.047,0,1.06,0.04,-0.04,0,1.01,0.03,-0.03,0,-0.46,0.11,-0.11,0,18-03-2019
XO-4 b,2010,0.05474,0.00163,-0.00064,0,14.426,4.315,-0.706,0,491.68301,35.27913,-21.61244,0,0.9,0.15,-0.49,0,1.53,0.39,-0.07,0,1.28,0.12,-0.04,0,-0.04,0.05,-0.05,0,25-04-2018
XO-4 b,2010,0.05475,0.00097,-0.00062,0,14.46,4.259,-0.673,0,483.41943,50.8528,-48.94582,0,0.9443,0.1729,-0.532,0,1.53,0.36,-0.07,0,1.28,0.07,-0.04,0,-0.04,0.05,-0.05,0,25-04-2018
XO-4 b,2010,0.05524,0.00027,-0.00028,0,15.02,0.56,-0.56,0,512.34196,8.58141,-8.89924,0,0.83,0.1,-0.088,0,1.56,0.05,-0.05,0,1.32,0.02,-0.02,0,-0.04,0.03,-0.03,0,18-03-2019
HAT-P-18 b,2010,0.0559,0.0007,-0.0007,0,10.615,0.493,-0.493,0,62.29468,2.54264,-2.54264,0,0.286,0.042,-0.042,0,0.72,0.03,-0.03,0,0.77,0.03,-0.03,0,0.1,0.06,-0.06,0,11-07-2017
HAT-P-18 b,2010,0.0559,0.0007,-0.0007,0,11.153,0.583,-0.583,0,62.61,4.132,-4.132,0,0.25,0.04,-0.04,0,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0,0.1,0.08,-0.08,0,14-05-2014
HAT-P-18 b,2010,0.05596,0.00074,-0.00074,0,11.153,0.583,-0.583,0,63.566,6.03877,-6.03877,0,0.251,0.052,-0.042,0,0.75,0.04,-0.04,0,0.77,0.03,-0.03,0,0.1,0.08,-0.08,0,18-03-2019
HAT-P-14 b,2010,0.0596,0.0005,-0.0005,0,13.451,1.681,-1.681,0,724.6524,22.2481,-22.2481,0,1.75,0.49,-0.49,0,1.53,0.1,-0.1,0,1.32,0.03,-0.03,0,0.08,0.1,-0.1,0,25-04-2018
HAT-P-14 b,2010,0.0606,0.0007,-0.0007,0,12.89,0.583,-0.583,0,709.367,18.751,-18.751,0,1.82,0.24,-0.24,0,1.47,0.05,-0.05,0,1.39,0.04,-0.04,0,0.11,0.08,-0.08,0,25-04-2018
HAT-P-14 b,2010,0.06062,0.00065,-0.00067,0,12.89,0.583,-0.583,0,731.96249,17.16282,-17.16282,0,1.88,0.29,-0.24,0,1.47,0.05,-0.05,0,1.39,0.04,-0.04,0,0.11,0.08,-0.08,0,18-03-2019
HAT-P-14 b,2010,0.06108,0.00078,-0.00078,0,13.664,0.661,-0.661,0,721.79193,26.37989,-26.37989,0,1.56,0.23,-0.23,0,1.59,0.06,-0.06,0,1.42,0.05,-0.05,0,0.11,0.08,-0.08,0,25-04-2018
CoRoT-8 b,2010,0.063,0.001,-0.001,0,6.39,0.22,-0.22,0,69.92,9.53,-9.53,0,1.6,0.1,-0.1,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,0.3,0.1,-0.1,0,14-05-2014
CoRoT-8 b,2010,0.0633,0.0021,-0.0021,0,7.981,0.942,-0.942,0,68.65128,11.44188,-11.44188,0,0.74,0.28,-0.28,0,0.9,0.09,-0.09,0,0.88,0.09,-0.09,0,0.31,0.05,-0.05,0,12-01-2016
CoRoT-8 b,2010,0.06339,0.00096,-0.00098,0,6.389,0.224,-0.224,0,69.28694,10.48839,-13.03103,0,1.45,0.29,-0.29,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,0.3,0.1,-0.1,0,18-03-2019
WASP-38 b,2010,0.07584,0.0008,-0.00082,0,12.218,0.224,-0.224,0,841.61384,18.11631,-18.43414,0,2.54,0.15,-0.14,0,1.35,0.02,-0.02,0,1.23,0.04,-0.04,0,-0.02,0.07,-0.07,0,18-03-2019
Kepler-40 b,2010,0.0795,0.0027,-0.0027,0,14.235,1.906,-1.906,0,673.7996,114.4188,-114.4188,0,1.3,0.6,-0.6,0,2.24,0.25,-0.25,0,1.42,0.14,-0.14,0,0.1,0.15,-0.1,0,12-01-2016
HD 97658 b,2010,0.0796,0.0011,-0.0011,0,2.341,0.17,-0.15,0,7.86,0.73,-0.73,0,3.35,0.76,-0.65,0,0.7,0.04,-0.03,0,0.75,0.03,-0.03,0,-0.3,0.08,-0.08,0,25-04-2018
HD 97658 b,2010,0.08,0.0017,-0.0018,0,2.247,0.098,-0.095,0,7.55,0.83,-0.79,0,3.9,0.7,-0.61,0,0.74,0.02,-0.02,0,0.77,0.05,-0.05,0,-0.23,0.03,-0.03,0,25-04-2018
Kepler-40 b,2010,0.08,0.003,-0.003,0,13.11,0.45,-0.45,0,699.2,127.1,-127.1,0,1.68,0.53,-0.43,0,2.13,0.06,-0.06,0,1.48,0.06,-0.06,0,0.1,0.15,-0.1,0,14-05-2014
WASP-8 b,2010,0.0801,0.0015,-0.0015,0,11.635,0.078,-0.527,0,677.61356,25.4264,-25.74423,0,2.47,0.39,-0.17,0,0.94,0.05,-0.04,0,1.03,0.05,-0.06,0,0.17,0.07,-0.07,0,18-03-2019
Kepler-40 b,2010,0.0802,0.0045,-0.0045,0,16.141,1.457,-1.457,0,686.5128,139.8452,-139.8452,0,0.89,0.23,-0.23,0,2.48,0.2,-0.2,0,1.46,0.25,-0.25,0,0.1,0.15,-0.1,0,12-01-2016
Kepler-40 b,2010,0.0804,0.0031,-0.0035,0,16.141,1.233,-1.233,0,657.9081,104.8839,-104.8839,0,0.86,0.27,-0.21,0,2.48,0.17,-0.17,0,1.46,0.18,-0.18,0,0.1,0.15,-0.1,0,18-03-2019
HAT-P-17 b,2010,0.0882,0.0014,-0.0014,0,11.321,0.325,-0.325,0,169.71,5.72,-5.72,0,0.64,0.05,-0.05,0,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0,0,0.08,-0.08,0,25-04-2018
HAT-P-17 b,2010,0.0882,0.0013,-0.0014,0,11.321,0.325,-0.325,0,170.67471,5.40311,-5.40311,0,0.647,0.062,-0.056,0,0.84,0.02,-0.02,0,0.86,0.04,-0.04,0,0,0.08,-0.08,0,18-03-2019
HAT-P-15 b,2010,0.0964,0.0014,-0.0014,0,12.016,0.482,-0.482,0,618.471,20.976,-20.976,0,1.96,0.22,-0.22,0,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0,0.22,0.08,-0.08,0,25-04-2018
HAT-P-15 b,2010,0.0965,0.0013,-0.0014,0,12.016,0.482,-0.482,0,619.45067,25.4264,-24.79074,0,1.96,0.27,-0.23,0,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0,0.22,0.08,-0.08,0,18-03-2019
CoRoT-10 b,2010,0.1055,0.0019,-0.002,0,10.873,0.785,-0.785,0,867.6759,44.4962,-44.4962,0,3.69,0.96,-0.7,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.26,0.07,-0.07,0,18-03-2019
CoRoT-10 b,2010,0.1055,0.0021,-0.0021,0,10.87,0.78,-0.78,0,874,50.85,-50.85,0,3.7,0.83,-0.83,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.26,0.07,-0.07,0,14-05-2014
CoRoT-10 b,2010,0.106,0.0014,-0.0014,0,10.548,0.953,-0.953,0,883.5674,47.6745,-47.6745,0,4.16,1.17,-1.17,0,0.74,0.06,-0.06,0,0.9,0.04,-0.04,0,0.26,0.07,-0.07,0,12-01-2016
Kepler-9 b,2010,0.14,0.001,-0.001,0,9.438,0.773,-0.773,0,80.09,4.132,-4.132,0,0.524,0.132,-0.132,0,1.05,,,0,1.03,,,0,0.03,0.1,-0.1,0,08-07-2019
Kepler-9 b,2010,0.143,0.007,-0.006,0,8.29,0.54,-0.43,0,43.4,1.6,-2,0,0.42,0.06,-0.09,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,0.05,0.07,-0.07,0,08-07-2019
Kepler-9 c,2010,0.225,0.001,-0.001,0,9.225,0.751,-0.751,0,54.347,4.132,-4.132,0,0.383,0.098,-0.098,0,1.05,,,0,1.03,,,0,0.03,0.1,-0.1,0,08-07-2019
Kepler-9 c,2010,0.227,0.012,-0.008,0,8.08,0.54,-0.41,0,29.9,1.1,-1.3,0,0.31,0.05,-0.06,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,0.05,0.07,-0.07,0,08-07-2019
GJ 1214 b,2009,0.01411,0.00032,-0.00032,0,2.847,0.202,-0.202,0,6.26125,0.85814,-0.85814,0,1.49,0.33,-0.33,0,0.22,0.01,-0.01,0,0.15,0.01,-0.01,0,0.39,0.15,-0.15,0,02-12-2015
GJ 1214 b,2009,0.0149,0.00026,-0.00026,0,2.742,0.05,-0.053,0,8.17,0.43,-0.43,0,2.2,0.17,-0.16,0,0.21,0.01,-0.01,0,0.18,0.01,-0.01,0,0.29,0.12,-0.12,0,16-08-2021
GJ 1214 b,2009,0.01505,0.00011,-0.00011,0,2.733,0.033,-0.031,0,8.41,0.36,-0.35,0,2.26,0.11,-0.11,0,0.22,0,0,0,0.18,0,0,0,0.24,0.11,-0.11,0,25-03-2024
WASP-19 b,2009,0.01616,0.00027,-0.00027,0,15.637,0.28,-0.28,0,354.06262,12.7132,-12.7132,0,0.511,0.015,-0.015,0,1,0.02,-0.02,0,0.9,0.04,-0.04,0,0.02,0.09,-0.09,0,17-08-2016
WASP-19 b,2009,0.01634,0.00024,-0.00024,0,15.603,0.448,-0.448,0,339.76027,12.07754,-11.75971,0,0.492,0.046,-0.046,0,1,0.02,-0.02,0,0.9,0.04,-0.04,0,0.15,0.07,-0.07,0,17-08-2016
WASP-19 b,2009,0.01649,0.00053,-0.00056,0,14.684,0.673,-0.673,0,367.72931,24.15508,-24.79074,0,0.637,0.1,-0.089,0,0.94,0.04,-0.04,0,0.96,0.09,-0.1,0,0.02,0.09,-0.09,0,18-03-2019
WASP-19 b,2009,0.01652,0.0005,-0.00056,0,15.861,0.493,-0.538,0,366.77398,24.79062,-25.42627,0,0.506,0.031,-0.03,0,1.01,0.03,-0.03,0,0.96,0.09,-0.1,0,0.04,0.25,-0.3,0,31-01-2022
CoRoT-7 b,2009,0.0169,0.00044,-0.00044,0,1.861,0.482,-0.482,0,6.99226,1.58915,-1.58915,0,6,6,-6,0,0.96,0.15,-0.15,0,0.88,0.07,-0.07,0,0.12,0.06,-0.06,0,25-04-2018
CoRoT-7 b,2009,0.017016,0.00017,-0.000036,0,1.585,0.064,-0.064,0,5.74,0.86,-0.86,0,7.5,1.4,-1.4,0,0.82,0.02,-0.02,0,0.91,0.02,-0.02,0,0.138,0.061,-0.061,0,25-04-2018
WASP-18 b,2009,0.02024,0.00029,-0.00031,0,13.899,0.886,-0.886,0,3241.84975,111.23994,-111.23994,0,6.6,1.2,-1.1,0,1.32,0.06,-0.06,0,1.29,0.06,-0.06,0,0.107,0.08,-0.08,0,31-01-2022
WASP-18 b,2009,0.0203,0.00069,-0.00073,0,12.397,0.807,-0.605,0,3241.866,222.481,-228.8376,0,9.6,1.8,-1.6,0,1.22,0.07,-0.05,0,1.25,0.13,-0.13,0,0,0.09,-0.09,0,02-12-2019
WASP-18 b,2009,0.02034,0.00036,-0.00036,0,12.98,0.616,-0.616,0,3270.4707,117.5971,-117.5971,0,8.83,1.2,-1.2,0,1.22,0.04,-0.04,0,1.26,0.07,-0.07,0,0,0.09,-0.09,0,02-12-2019
WASP-18 b,2009,0.02043,0.00032,-0.00032,0,13.036,0.616,-0.616,0,3299.0754,108.0622,-108.0622,0,8.22,1.11,-1.11,0,1.23,0.04,-0.04,0,1.27,0.06,-0.06,0,0,0.09,-0.09,0,02-12-2019
WASP-18 b,2009,0.02047,0.00038,-0.00038,0,13.058,0.639,-0.639,0,3314.9669,120.7754,-120.7754,0,8.78,1.2,-1.2,0,1.23,0.05,-0.05,0,1.28,0.07,-0.07,0,0,0.09,-0.09,0,02-12-2019
HAT-P-12 b,2009,0.03767,0.00063,-0.00063,0,10.301,0.258,-0.258,0,63.88383,3.49613,-3.49613,0,0.242,0.017,-0.017,0,0.68,0.01,-0.01,0,0.69,0.04,-0.04,0,-0.2,0.09,-0.09,0,27-11-2019
HAT-P-12 b,2009,0.03838,0.00031,-0.00033,0,10.749,0.325,-0.235,0,66.23577,3.05117,-2.9876,0,0.296,0.026,-0.026,0,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0,-0.29,0.05,-0.05,0,18-03-2019
HAT-P-12 b,2009,0.0384,0.0003,-0.0003,0,10.749,0.325,-0.235,0,67.059,3.814,-3.814,0,0.3192,0.016,-0.016,0,0.7,0.02,-0.01,0,0.73,0.02,-0.02,0,-0.29,0.05,-0.05,0,14-05-2014
WASP-6 b,2009,0.0414,0.001,-0.001,0,13.787,0.392,-0.392,0,154.14755,8.58141,-8.58141,0,0.325,0.059,-0.059,0,0.86,0.02,-0.02,0,0.84,0.06,-0.06,0,-0.15,0.09,-0.09,0,25-04-2018
WASP-16 b,2009,0.0415,0.00077,-0.00077,0,13.653,0.448,-0.448,0,264.43456,12.07754,-12.07754,0,0.572,0.044,-0.044,0,1.09,0.04,-0.04,0,0.98,0.05,-0.05,0,0.07,0.1,-0.1,0,25-04-2018
WASP-6 b,2009,0.04217,0.00079,-0.0012,0,13.72,0.572,-0.583,0,153.51189,8.26358,-9.5349,0,0.326,0.048,-0.043,0,0.87,0.03,-0.04,0,0.88,0.05,-0.08,0,-0.2,0.09,-0.09,0,18-03-2019
WASP-16 b,2009,0.0422,0.001,-0.0017,0,11.299,0.93,-0.673,0,288.58964,14.30235,-22.56593,0,1.14,0.14,-0.17,0,0.95,0.06,-0.05,0,1.02,0.07,-0.13,0,0.01,0.1,-0.1,0,18-03-2019
HAT-P-13 b,2009,0.0427,0.0006,-0.0012,0,14.359,0.886,-0.886,0,271.098,9.217,-14.62,0,0.498,0.103,-0.069,0,1.56,0.08,-0.08,0,1.22,0.05,-0.1,0,0.41,0.08,-0.08,0,14-05-2014
HAT-P-13 b,2009,0.0427,0.00058,-0.0012,0,14.359,0.886,-0.886,0,280.64389,8.58141,-14.93801,0,0.517,0.11,-0.087,0,1.56,0.08,-0.08,0,1.22,0.05,-0.1,0,0.41,0.08,-0.08,0,18-03-2019
Kepler-6 b,2009,0.04438,0.00198,-0.00097,0,13.103,0.628,-0.291,0,201.18639,19.38763,-10.80622,0,0.492,0.021,-0.036,0,1.26,0.06,-0.03,0,1.11,0.16,-0.07,0,0.34,0.05,-0.05,0,12-01-2016
Kepler-6 b,2009,0.04448,0.0019,-0.00084,0,13.103,0.583,-0.247,0,205.63601,17.48065,-13.03103,0,0.49,0.026,-0.028,0,1.26,0.06,-0.02,0,1.11,0.15,-0.06,0,0.34,0.04,-0.04,0,18-03-2019
Kepler-4 b,2009,0.0449,0.0025,-0.0013,0,4.125,0.829,-0.381,0,23.83725,4.13179,-3.49613,0,1.88,0.64,-0.83,0,1.48,0.33,-0.13,0,1.17,0.2,-0.1,0,0.17,0.06,-0.06,0,12-01-2016
Kepler-4 b,2009,0.0456,0.0009,-0.0009,0,4.002,0.213,-0.213,0,24.472,3.814,-3.814,0,1.91,0.36,-0.47,0,1.49,0.07,-0.08,0,1.22,0.05,-0.09,0,0.17,0.06,-0.06,0,14-05-2014
Kepler-6 b,2009,0.04567,0.00055,-0.00046,0,14.83,0.291,-0.325,0,212.619,7.945,-9.534,0,0.352,0.018,-0.022,0,1.39,0.02,-0.03,0,1.21,0.04,-0.04,0,0.34,0.04,-0.04,0,14-05-2014
Kepler-6 b,2009,0.04852,0.00074,-0.00133,0,14.617,0.202,-0.37,0,212.31044,12.07754,-11.12405,0,0.4,0.06,-0.04,0,1.39,0.02,-0.03,0,1.21,0.04,-0.04,0,0.34,0.04,-0.04,0,07-10-2015
CoRoT-5 b,2009,0.04947,0.00026,-0.00029,0,15.558,0.516,-0.527,0,148.42,14.937,-7.628,0,0.217,0.031,-0.025,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0,-0.25,0.06,-0.06,0,14-05-2014
CoRoT-5 b,2009,0.04963,0.00033,-0.00032,0,15.558,0.516,-0.527,0,151.92274,11.12405,-11.12405,0,0.221,0.03,-0.026,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0,-0.25,0.06,-0.06,0,18-03-2019
Kepler-5 b,2009,0.04967,0.00053,-0.00047,0,13.563,0.392,-0.336,0,648.3732,15.25584,-13.03103,0,1.431,0.106,-0.114,0,1.54,0.06,-0.04,0,1.3,0.04,-0.04,0,0.04,0.06,-0.06,0,12-01-2016
WASP-15 b,2009,0.0499,0.0017,-0.0018,0,16.006,0.863,-0.863,0,172.26386,17.16282,-16.84499,0,0.231,0.049,-0.04,0,1.48,0.07,-0.07,0,1.18,0.12,-0.12,0,-0.17,0.11,-0.11,0,18-03-2019
